2,3,4,12,14,16,8
UTC- 3
INSITE for Stimulation v7.5.0
PAMPAS 32-27-11 1H,ALFALFA
RDA-P11 2048


28-Aug-2025
0910261906
""

0,0,1,0,2,1,3,1

"Time",Treating Pressure,Slurry Rate,Job Clean Vol,W1 Depth,W1 DownHole Tension,W1 Line Speed,W1 Surface Line Tension
"(hh:mm:ss)",(psi),(bpm),(gal),(m),(lbf),(m/min),(lbf)
28-Aug-2025 01:39:16,89.44650608,0,20128.62404,-20.00000015,27389,0,1003.111755
28-Aug-2025 01:39:17,89.51332601,0,20128.62404,-20.00000015,27389,0,1010.367615
28-Aug-2025 01:39:18,89.55480279,0,20128.62404,-20.00000015,27389,0,1019.914795
28-Aug-2025 01:39:19,89.60690647,0,20128.62404,-20.00000015,27389,0,1003.111755
28-Aug-2025 01:39:20,89.66596137,0,20128.62404,-20.00000015,27389,0,1001.966064
28-Aug-2025 01:39:21,89.74854872,0,20128.62404,-20.00000015,27389,0,1008.076294
28-Aug-2025 01:39:22,89.8110555,0,20128.62404,-20.00000015,27389,0,1010.367615
28-Aug-2025 01:39:23,89.85069444,0,20128.62404,-20.00000015,27389,0,1001.584229
28-Aug-2025 01:39:24,89.89052327,0,20128.62404,-20.00000015,27389,0,1006.930664
28-Aug-2025 01:39:25,89.88562012,0,20128.62404,-20.00000015,27389,0,1005.784973
28-Aug-2025 01:39:26,89.9216512,0,20128.62404,-20.00000015,27389,0,995.473999
28-Aug-2025 01:39:27,89.93648275,0,20128.62404,-20.00000015,27389,0,997.0015259
28-Aug-2025 01:39:28,89.94931369,0,20128.62404,-20.00000015,27389,0,1000.056641
28-Aug-2025 01:39:29,89.99228244,0,20128.62404,-20.00000015,27389,0,1002.729858
28-Aug-2025 01:39:30,90.06241184,0,20128.62404,-20.00000015,27389,0,1018.769165
28-Aug-2025 01:39:31,90.08970812,0,20128.62404,-20.00000015,27389,0,998.9110107
28-Aug-2025 01:39:32,90.12582737,0,20128.62404,-20.00000015,27389,0,1005.021179
28-Aug-2025 01:39:33,90.12731255,0,20128.62404,-20.00000015,27389,0,1003.493652
